cast,clanek,zakon,bod,typ,paragrafy,instrukce,plny_text_znaků
PRVNÍ,I,283/2021,742,zruseni,,V příloze č. 9 části II. odst. 4 se písmeno a) zrušuje. Dosavadní písmena b) a c) se označují jako písmena a) a b).,0
,II,283/2021,,prechodne,,"Čl. II Přechodná ustanovení Přechodná ustanovení k ústředním orgánům 1. Úřad rozvoje území České republiky (dále jen „Úřad“) vzniká a svou působnost podle zákona č. 283/2021 Sb., ve znění účinném ode dne nabytí účinnosti tohoto zákona začíná vykonávat dnem 1. ledna 2027. Návrh první systemizace a ji provádějící organizační struktury Úřadu předloží státní tajemník v Ministerstvu pro místní rozvoj d",0
DRUHÁ,III,2/1969,1,nahrazeni,1,V § 1 bodu 9 se slova „průmyslu a obchodu“ nahrazují slovem „hospodářství“.,0
DRUHÁ,III,2/1969,2,zneni_plny,2,"V § 2 se na konci bodu 19 tečka nahrazuje čárkou a doplňuje se bod 20, který zní: „20. Úřad rozvoje území České republiky.“.",39
DRUHÁ,III,2/1969,3,nahrazeni,13,V § 13 odst. 1 až 5 se slova „průmyslu a obchodu“ nahrazují slovem „hospodářství“.,0
DRUHÁ,III,2/1969,4,zruseni,14,"V § 14 odst. 1 se slova „územního plánování a stavebního řádu, vyvlastnění,“ zrušují.",0
,IV,,,prechodne,,"Čl. IV Přechodná ustanovení 1. Dnem 1. ledna 2027 se Ministerstvo průmyslu a obchodu přejmenuje na Ministerstvo hospodářství. 2. Odkazuje-li jiný právní předpis na Ministerstvo průmyslu a obchodu, rozumí se tím ode dne 1. ledna 2027 Ministerstvo hospodářství. ČÁST TŘETÍ Změna zákona o požární ochraně",0
TŘETÍ,V,133/1985,1,vlozeni,24,V § 24 odst. 1 písm. t) se za slovo „stanovisko“ vkládají slova „nebo vyjádření“.,0
TŘETÍ,V,133/1985,2,zruseni,24,V § 24 se odstavec 3 zrušuje.,0
TŘETÍ,V,133/1985,3,vlozeni_plny,26;26a,"Za § 26 se vkládá nový § 26a, který zní: „§ 26a Vláda stanoví nařízením technické podmínky požární ochrany pro navrhování, výstavbu nebo užívání staveb, a to za účelem omezení rozvoje a šíření ohně a kouře ve stavbě, omezení šíření požáru na sousední stavby, evakuace a umožnění účinného a bezpečného zásahu jednotek požární ochrany. Pro podrobnější vymezení těchto podmínek lze využít hodnot a postu",403
TŘETÍ,V,133/1985,4,zneni_plny,31,"V § 31 odst. 1 písmeno b) zní: „b) posuzováním 1. dokumentace pro povolení stavby, zařízení nebo udržovacích prací podle stavebního zákona, včetně změn této dokumentace, 2. dokumentace pro provádění stavby, 3. dokumentace nebo jiného podkladu ke změně v účelu užívání stavby,“.",247
TŘETÍ,V,133/1985,5,nahrazeni,31,V § 31 odst. 1 písm. c) se slovo „stanovisek“ nahrazuje slovy „závazných stanovisek nebo vyjádření“.,0
TŘETÍ,V,133/1985,6,zneni_plny,31;39,"V § 31 odstavec 3 zní: „(3) Výsledkem posuzování podkladů, dokumentace a ověřování splnění stanovených požadavků podle odstavce 1 písm. b) a c) je a) závazné stanovisko dotčeného orgánu na úseku požární ochrany u stavby podle § 39 odst. 1 písm. d), b) vyjádření dotčeného orgánu na úseku požární ochrany u stavby podle § 39 odst. 1 písm. c), které slouží jako podklad pro řízení nebo jiný postup vede",408
TŘETÍ,V,133/1985,7,vlozeni,31,V § 31 odst. 6 úvodní části ustanovení se za slovo „změně“ vkládají slova „vyjádření nebo“.,0
TŘETÍ,V,133/1985,8,zneni_plny,31,"V § 31 se doplňuje odstavec 7, který zní: „(7) Při kontrolách podle odstavce 1 písm. a) a g) postupují orgány vykonávající státní požární dozor podle kontrolního řádu.“.",125
TŘETÍ,V,133/1985,9,doplneni,40,"V § 40 se na konci odstavce 3 doplňuje věta „K zpracování požárně bezpečnostního řešení pro stavbu kategorie I je dále oprávněna i osoba, která je autorizovaným inženýrem pro obor pozemní stavby podle zvláštního právního předpisu12) a které k tomuto současně byla udělena specializace v rámci tohoto oboru podle zvláštního právního předpisu12).“.",0
TŘETÍ,V,133/1985,10,zruseni,95,V § 95 se věty druhá a třetí zrušují.,0
TŘETÍ,V,133/1985,11,nahrazeni,99;24;26a,V § 99 větě první a druhé se text „§ 24 odst. 3“ nahrazuje textem „§ 26a“.,0
TŘETÍ,V,133/1985,12,zneni_plny,102;26a,§ 102 zní: „§ 102 Vláda na návrh Ministerstva a Úřadu rozvoje území České republiky vydá prováděcí právní předpis k provedení § 26a.“.,122
,VI,,,prechodne,26a,"Čl. VI Přechodná ustanovení 1. Řízení a postupy zahájené přede dnem nabytí účinnosti tohoto zákona se dokončí podle dosavadních právních předpisů. 2. Do nabytí účinnosti nařízení vlády podle § 26a, nejpozději však do 31. prosince 2028, se postupuje v případě posouzení podmínek požární ochrany pro navrhování, výstavbu nebo užívání staveb podle vyhlášky č. 23/2008 Sb., o technických podmínkách požár",0
ČTVRTÁ,VII,20/1987,1,zneni_plny,1,"§ 1 a 2 včetně nadpisů znějí: „§ 1 Předmět a účel zákona (1) Tento zákon upravuje ochranu památkového fondu (kulturních památek, národních kulturních památek, památkových rezervací, památkových zón) jako součásti národního kulturního pokladu České republiky při respektování nároků na současný život a na udržitelný rozvoj památkového fondu a stanovuje podmínky pro jeho uchování, využití, poznávání,",2107
ČTVRTÁ,VII,20/1987,2,doplneni,3,"V § 3 se na konci odstavce 2 doplňuje věta „Nesouhlasí-li vlastník s prohlášením jeho věci nebo stavby za kulturní památku, lze ji prohlásit za kulturní památku jen prokáže-li na tom Ministerstvo kultury převažující veřejný zájem nad zájmy jejího vlastníka.“.",0
ČTVRTÁ,VII,20/1987,3,vlozeni,3;32,"V § 3 odst. 4 větě druhé se za text „(§ 32)“ vkládají slova „ , u stavby též stavební úřad“.",0
ČTVRTÁ,VII,20/1987,4,vlozeni,6a,"V nadpisu § 6a se za slovo „ochrany“ vkládají slova „ , péče a rozvoje“.",0
ČTVRTÁ,VII,20/1987,5,vlozeni,6a,"V § 6a odst. 1 se slova „ , úřadem územního plánování1)“ zrušují, za slovo „ochraně“ se vkládají slova „ , péči a rozvoji“, slova „(dále jen „plán ochrany“)“ se nahrazují slovy „(dále jen „plán ochrany, péče a rozvoje“)“, za slovo „způsob“ se vkládají slova „péče a rozvoje památkové rezervace nebo památkové zóny a“, za slovo „zabezpečení“ se vkládá slovo „ochrany“, slova „ , včetně výsadby a kácen",0
ČTVRTÁ,VII,20/1987,6,vlozeni_plny,6a,"V § 6a se za odstavec 1 vkládá nový odstavec 2, který zní: „(2) Plán ochrany, péče a rozvoje zajišťuje vyváženou a trvale udržitelnou kombinaci ochrany památkových a přírodních hodnot, zájmů vlastníků nemovitostí, návštěvníků a potřeb života lidí v památkové rezervaci nebo památkové zóně, zejména bydlení, práce, podnikání, cestovního ruchu a trávení volného času, rozvoje daného území, veřejné infr",484
ČTVRTÁ,VII,20/1987,7,vlozeni,6a,"V § 6a odst. 3 až 7 se za slovo „ochrany“ vkládají slova „ , péče a rozvoje“.",0
ČTVRTÁ,VII,20/1987,8,zneni_plny,9;1,"V § 9 odstavec 1 zní: „(1) Vlastník kulturní památky je povinen ji na svůj náklad chránit před poškozením, znehodnocením, zničením nebo odcizením, udržovat ji v takovém stavu, aby se zachovala hodnota, pro kterou je chráněna, a užívat ji způsobem, který odpovídá její památkové hodnotě a technickému stavu, s přihlédnutím k současným potřebám a využití v souladu se zásadami uvedenými v § 1.“.",372
ČTVRTÁ,VII,20/1987,9,zruseni,9,"V § 9 odst. 2 se slovo „ohrožením,“ zrušuje.",0
ČTVRTÁ,VII,20/1987,10,zneni_plny,9,"V § 9 odstavec 3 zní: „(3) Každý je povinen počínat si tak, aby vlastní činností nezpůsobil nepříznivé změny stavu kulturních památek nebo jejich prostředí.“.",134
ČTVRTÁ,VII,20/1987,11,doplneni,11,"V § 11 se na konci textu odstavce 2 doplňují slova „ , nestanoví-li tento nebo jiný právní předpis jinak“.",0
ČTVRTÁ,VII,20/1987,12,zruseni,12,V § 12 odst. 1 větě první se slova „ohrožení nebo“ zrušují.,0
ČTVRTÁ,VII,20/1987,13,vlozeni,14,"V § 14 odst. 1 se za slovo „rekonstrukci“ vkládají slova „ , restaurování, modernizaci, přístavbu, nástavbu“.",0
ČTVRTÁ,VII,20/1987,14,zneni_plny,14,"V § 14 odstavce 2 a 3 znějí: „(2) Vlastník (správce, uživatel) nemovitosti, která není kulturní památkou, ale je v památkové rezervaci nebo v památkové zóně, je povinen si k zamýšlené stavbě, změně stavby, kterou se mění vnější vzhled stavby, nebo k odstranění stavby, terénní úpravě nebo umístění zařízení anebo reklamního poutače předem vyžádat rozhodnutí nebo vyjádření obecního úřadu obce s rozší",1387
ČTVRTÁ,VII,20/1987,15,nahrazeni,14,"V § 14 odst. 4 větě první se slova „odstavců 1 a 2“ nahrazují slovy „odstavce 1“, ve větě druhé a třetí se číslo „20“ nahrazuje číslem „10“, ve větě druhé se číslo „30“ nahrazuje číslem „20“ a na konci odstavce se doplňuje věta „Podkladem pro rozhodnutí nebo závazné stanovisko orgánu státní památkové péče mohou být i další odborné podklady.“.",0
ČTVRTÁ,VII,20/1987,16,zneni_plny,14,V § 14 odstavec 5 zní: „(5) Orgán státní památkové péče nebo stavební úřad si mohou vyžádat odborné vyjádření odborné organizace státní památkové péče i pro účely rozhodnutí nebo vyjádření podle odstavce 2.“.,184
ČTVRTÁ,VII,20/1987,17,vlozeni_plny,14,"V § 14 se za odstavec 8 vkládají nové odstavce 9 a 10, které znějí: „(9) Jde-li o záměr vyžadující povolení podle stavebního zákona, který je v památkové rezervaci, památkové zóně nebo v ochranném pásmu, ověří splnění podmínek podle tohoto zákona stavební úřad v řízení o záměru podle stavebního zákona. Při posuzování záměrů v ochranném pásmu dbá pouze na to, aby nedošlo k narušení chráněných hodno",798
ČTVRTÁ,VII,20/1987,18,nahrazeni,15,"V § 15 odst. 3 větě první se slova „nebo užívá-li kulturní památku v rozporu s jejím kulturně politickým významem, památkovou hodnotou nebo technickým stavem“ zrušují a slovo „společenském“ se nahrazuje slovem „veřejném“.",0
ČTVRTÁ,VII,20/1987,19,zneni_plny,17,"V § 17 odstavec 1 zní: „(1) Vyžaduje-li to ochrana nemovité kulturní památky, nemovité národní kulturní památky, památkové rezervace nebo památkové zóny, vydá obecní úřad obce s rozšířenou působností, a v případě nemovité národní kulturní památky krajský úřad opatření obecné povahy o ochranném pásmu. Ochranné pásmo a jeho rozsah musí být přiměřené předmětu a významu ochrany a musí přihlížet i k zá",460
ČTVRTÁ,VII,20/1987,20,doplneni,22,V § 22 se na konci odstavce 1 doplňuje věta „Bez souhlasu vlastníka mohou být archeologické průzkumy na nemovitosti prováděny nejvýše po dobu 8 měsíců.“.,0
ČTVRTÁ,VII,20/1987,21,vlozeni,22,"V § 22 odst. 2 větě první se za slova „dotčeném území“ vkládají slova „po dobu nezbytně nutnou“, ve větě druhé se za slova „náklady záchranného archeologického výzkumu“ vkládají slova „nejvýše po dobu 4 měsíců od jeho zahájení“ a za slova „tento stavebník“ se vkládají slova „ , pokud se stavebník a Archeologický ústav nebo oprávněná organizace nedohodnou jinak“.",0
ČTVRTÁ,VII,20/1987,22,doplneni,25,V § 25 se na konci textu odstavce 1 doplňují slova „a stavební úřady“.,0
ČTVRTÁ,VII,20/1987,23,doplneni,25;1,V § 25 se na konci textu odstavce 3 doplňují slova „a zásadami uvedenými v § 1“.,0
ČTVRTÁ,VII,20/1987,24,nahrazeni,26,"V § 26 odst. 2 písm. c) se slovo „rozvoje,“ nahrazuje slovy „rozvoje a“ a slova „a při vymezení zastavěného území“ a „nebo vymezení zastavěného území“ se zrušují.",0
ČTVRTÁ,VII,20/1987,25,zruseni,26,"V § 26 odst. 2 písm. d) se slova „ , její ochranné pásmo“ zrušují.",0
ČTVRTÁ,VII,20/1987,26,nahrazeni,26;1,V § 26 odst. 2 písm. f) se slova „kulturně výchovné využívání národních kulturních památek a kulturně výchovné využívání“ nahrazují slovy „využívání národních kulturních památek a“ a na konci textu písmene se doplňují slova „a zásadami uvedenými v § 1“.,0
ČTVRTÁ,VII,20/1987,27,vlozeni_plny,26;28,"V § 26 odst. 3 se slova „závazné stanovisko“ nahrazují slovem „vyjádření“. 28. Pod označení § 28 se vkládá nadpis, který zní: „Krajský úřad“.",12
ČTVRTÁ,VII,20/1987,29,nahrazeni,28,"V § 28 odst. 2 písm. c) se slova „územního plánu,“ nahrazují slovy „územního plánu a“ a slova „a při vymezení zastavěného území“ se zrušují.",0
ČTVRTÁ,VII,20/1987,30,zruseni,28,V § 28 odst. 2 písm. d) se slova „nebo její ochranné pásmo“ zrušují.,0
ČTVRTÁ,VII,20/1987,31,zneni_plny,29;14,"V § 29 odst. 2 písmeno b) zní: „b) zabezpečuje předpoklady pro péči o kulturní památky a nemovitosti, které nejsou kulturní památkou, ale jsou v památkové rezervaci nebo v památkové zóně, a v souvislosti s tím vydává jako dotčený orgán pro kulturní památky závazné stanovisko podle § 14 odst. 1 a pro nemovitosti, které nejsou kulturní památkou, ale jsou v památkové rezervaci nebo v památkové zóně,",540
ČTVRTÁ,VII,20/1987,32,nahrazeni,29,"V § 29 odst. 2 písm. c) se slova „územního plánu,“ nahrazují slovy „územního plánu a“ a slova „a při vymezení zastavěného území“ se zrušují.",0
ČTVRTÁ,VII,20/1987,33,zneni_plny,29,"V § 29 odst. 2 písmeno i) zní: „i) vykonává z hlediska státní památkové péče dozor při obnově kulturních památek,“.",81
ČTVRTÁ,VII,20/1987,34,zneni_plny,31,"§ 31 včetně nadpisu zní: „§ 31 Stavební úřad (1) Stavební úřad jako orgán státní památkové péče a) ověřuje v řízení o povolení záměru splnění podmínek podle tohoto zákona pro záměry, které nejsou kulturní památkou, ale jsou v památkové rezervaci, v památkové zóně nebo v ochranném pásmu, b) dozírá v rozsahu své působnosti na dodržování tohoto zákona a předpisů vydaných k jeho provedení, c) plní dal",532
ČTVRTÁ,VII,20/1987,35,nahrazeni,32;1,"V § 32 odst. 1 se slovo „veškeré“ zrušuje a slova „k zabezpečení jednoty kulturně politických záměrů a ideově metodických, ekonomických a technických hledisek, jakož i perspektivního rozvoje státní památkové péče“ se nahrazují slovy „v souladu se zásadami uvedenými v § 1“.",0
ČTVRTÁ,VII,20/1987,36,zruseni,32,V § 32 odst. 2 písm. b) se slova „a metodiku společenského uplatnění kulturních památek“ zrušují.,0
ČTVRTÁ,VII,20/1987,37,zruseni,32;35,"V § 32 odst. 2 písm. h) se slova „kulturně výchovné“ zrušují. 38. Část pátá včetně nadpisu zní: „ČÁST PÁTÁ PŘESTUPKY § 35 (1) Přestupku se dopustí ten, kdo a) nechrání věc nebo stavbu před poškozením, zničením nebo odcizením od doručení vyrozumění o podání návrhu na prohlášení za kulturní památku nebo o tom, že ministerstvo kultury hodlá věc nebo stavbu prohlásit za kulturní památku z vlastního po",0
ČTVRTÁ,VII,20/1987,39,zruseni,43,§ 43 se včetně poznámek pod čarou č. 26 až 30 zrušuje.,0
ČTVRTÁ,VII,20/1987,40,nahrazeni,45;6a;14;29;31,"V § 45 se text „§ 6a odst. 6“ nahrazuje textem „§ 6a odst. 7“, text „§ 14 odst. 9“ se nahrazuje textem „§ 14 odst. 11“ a slova „ , § 29 odst. 4 a § 31 odst. 6“ se nahrazují slovy „a § 29 odst. 4“.",0
,VIII,20/1987,,prechodne,,"Čl. VIII Přechodná ustanovení 1. Řízení a postupy zahájené a neskončené přede dnem nabytí účinnosti tohoto zákona se dokončí podle zákona č. 20/1987 Sb., ve znění účinném ode dne nabytí účinnosti tohoto zákona, není-li stanoveno jinak. 2. Řízení a postupy zahájené a neskončené do dne vzniku Úřadu rozvoje území České republiky (dále jen „Úřad“), k nimž je příslušný Úřad nebo jiný stavební úřad, pře",0
PÁTÁ,IX,44/1988,1,nahrazeni,3;6;11;12;14;14c;14d;15,"V § 3 odst. 4, § 6 odst. 2, § 11 odst. 6, § 12, § 14 odst. 3, § 14c odst. 1 a 5, § 14d odst. 3 a 4, § 15 odst. 2, § 17 odst. 1, § 24 odst. 2, § 29a odst. 2 a 5 až 8, § 31 odst. 2, § 33 odst. 3, § 33k odst. 3 a 4, § 33o odst. 1, § 33q, § 33w odst. 1 a 2, § 35 odst. 7, § 37a odst. 4, § 40b odst. 1 se slova „průmyslu a obchodu“ nahrazují slovem „hospodářství“.",0
PÁTÁ,IX,44/1988,2,vlozeni,14d,"V § 14d odst. 2 se za slovo „prostorů“ vkládají slova „ , rozhodování o změně využití území, rozhodování o povolení hornické činnosti a činnosti prováděné hornickým způsobem“.",0
PÁTÁ,IX,44/1988,3,vlozeni,14d,"V § 14d se na začátek odstavce 4 vkládá věta „Naplňování surovinové politiky, zajištění surovinové bezpečnosti a surovinové soběstačnosti je veřejným zájmem.“.",0
PÁTÁ,IX,44/1988,4,zruseni,17,V § 17 se odstavec 5 zrušuje. Dosavadní odstavce 6 až 8 se označují jako odstavce 5 až 7.,0
PÁTÁ,IX,44/1988,5,nahrazeni,17,V § 17 odst. 6 se číslo „5“ nahrazuje číslem „4“.,0
PÁTÁ,IX,44/1988,6,zneni_plny,26,V § 26 odstavec 3 zní: „(3) Povrchové hranice stanoveného dobývacího prostoru se vyznačí v územně plánovací dokumentaci jako plochy těžby. V případě dobývacího prostoru pro hlubinnou těžbu nerostů může být plocha těžby po předchozí dohodě s Ministerstvem hospodářství vyznačena pouze v rozsahu nezbytném pro hospodárné vydobytí výhradního ložiska. Rozhodnutí o stanovení dobývacího prostoru je pro úz,629
PÁTÁ,IX,44/1988,7,zneni_plny,28a,§ 28a a 28b včetně nadpisů znějí: „§ 28a Zvláštní ustanovení o dobývacím prostoru pro dobývání kritického nerostu (1) Řízení o stanovení nebo změně dobývacího prostoru pro dobývání kritického nerostu se zahajuje na návrh organizace. (2) Obvodní báňský úřad o návrhu rozhodne nejpozději do 60 dnů ode dne podání bezvadného návrhu na stanovení nebo změnu dobývacího prostoru pro dobývání kritického ner,4594
PÁTÁ,IX,44/1988,8,vlozeni_plny,28b;28c,"Za § 28b se vkládají nové § 28c a 28d, které včetně nadpisů znějí: „§ 28c Plánovací smlouva a námitky (1) Za účelem stanovení podmínek pro stanovení dobývacího prostoru může organizace uzavřít s obcí, krajem nebo hlavním městem Prahou, případně i dalšími osobami, plánovací smlouvu, jejímž obsahem je zejména vzájemná povinnost stran poskytnout si součinnost při vyhledávání a průzkumu, otvírce, příp",1416
PÁTÁ,IX,44/1988,9,zruseni,33,"V § 33 odst. 7 se slova „vymezení zastavěného území,“ zrušují.",0
,X,44/1988,,prechodne,28a,"Čl. X Přechodná ustanovení 1. Řízení a postupy zahájené a neskončené přede dnem nabytí účinnosti tohoto zákona se dokončí podle zákona č. 44/1988 Sb., ve znění účinném ode dne nabytí účinnosti tohoto zákona. 2. Do zrušení zákona č. 148/2023 Sb., o jednotném environmentálním stanovisku, se § 28a odst. 5 zákona č. 44/1988 Sb., ve znění účinném ode dne nabytí účinnosti tohoto zákona, neuplatní na jed",0
ŠESTÁ,XI,61/1988,1,zneni_plny,18b,"§ 18b a 18c včetně nadpisů znějí: „§ 18b Zvláštní ustanovení o povolení hornické činnosti pro dobývání kritických nerostů (1) Řízení o povolení hornické činnosti otvírky, přípravy a dobývání kritických nerostů se zahajuje na návrh organizace. (2) Obvodní báňský úřad o návrhu rozhodne nejpozději do 60 dnů ode dne podání bezvadného návrhu o povolení hornické činnosti otvírky, přípravy a dobývání kri",4615
ŠESTÁ,XI,61/1988,2,vlozeni_plny,18c;18d,"Za § 18c se vkládají nové § 18d a 18e, které včetně nadpisů znějí: „§ 18d Plánovací smlouva a námitky (1) Za účelem stanovení podmínek pro povolení hornické činnosti a činnosti prováděné hornickým způsobem může organizace uzavřít s obcí, krajem nebo hlavním městem Prahou, případně i dalšími osobami, plánovací smlouvu, jejímž obsahem je zejména vzájemná povinnost stran poskytnout si součinnost při",1387
ŠESTÁ,XI,61/1988,3,nahrazeni,19,"V § 19 odst. 3 větě první se slova „a 18“ nahrazují slovy „ , 18, 18c, 18d a 18e“.",0
ŠESTÁ,XI,61/1988,4,nahrazeni,40,V § 40 odst. 6 písm. i) se slova „Ministerstvem pro místní rozvoj nebo radou kraje“ nahrazují slovy „Úřadem rozvoje území České republiky nebo krajem“.,0
,XII,61/1988,,prechodne,18b,"Čl. XII Přechodná ustanovení 1. Řízení a postupy zahájené a neskončené přede dnem nabytí účinnosti tohoto zákona se dokončí podle zákona č. 61/1988 Sb., ve znění účinném ode dne nabytí účinnosti tohoto zákona. 2. Do zrušení zákona č. 148/2023 Sb., o jednotném environmentálním stanovisku, se § 18b odst. 5 zákona č. 61/1988 Sb., ve znění účinném ode dne nabytí účinnosti tohoto zákona, neuplatní na j",0
SEDMÁ,XIII,62/1988,1,nahrazeni,13,V § 13 odst. 3 se slova „územnímu rozhodnutí“ nahrazují slovy „žádosti o povolení záměru“.,0
SEDMÁ,XIII,62/1988,2,zruseni,22a,V § 22a se odstavec 5 včetně poznámky pod čarou č. 23 zrušuje. ČÁST OSMÁ Změna zákona o ochraně přírody a krajiny,0
OSMÁ,XIV,114/1992,1,vlozeni,1,"V § 1 větě druhé se za slovo „zohlednit“ vkládají slova „i jiné veřejné zájmy,“.",0
OSMÁ,XIV,114/1992,2,zneni_plny,3,"§ 3 včetně nadpisu a poznámek pod čarou č. 69 a 70 zní: „§ 3 Vymezení pojmů (1) Pro účely tohoto zákona se vymezují některé základní pojmy takto a) územní systém ekologické stability krajiny (dále jen „systém ekologické stability“) je vzájemně propojený soubor přirozených i pozměněných, avšak přírodě blízkých ekosystémů, které udržují přírodní rovnováhu. Rozlišuje se místní, regionální a nadregion",9339
OSMÁ,XIV,114/1992,3,vlozeni,4,V § 4 odst. 1 a 2 se za slova „Ministerstvo životního prostředí“ vkládají slova „po dohodě s Úřadem rozvoje území České republiky“.,0
OSMÁ,XIV,114/1992,4,nahrazeni,4,V § 4 odst. 3 se číslo „23“ nahrazuje číslem „21“.,0
OSMÁ,XIV,114/1992,5,zneni_plny,4,"V § 4 odstavec 6 zní: „(6) Ke stanovení dobývacího prostoru, povolení hornické činnosti, povolení dobývání ložiska nevyhrazeného nerostu nebo povolení likvidace důlních děl a lomů je nezbytné vyjádření orgánu ochrany přírody. Při vydávání vyjádření podle věty první, jakož i v dalších řízeních a při vydávání dalších závazných stanovisek a vyjádření podle tohoto zákona, pokud se týkají hornické činn",792
OSMÁ,XIV,114/1992,6,zruseni,5,V § 5 odst. 1 se věta druhá zrušuje.,0
OSMÁ,XIV,114/1992,7,zneni_plny,5,"V § 5 odstavec 3 zní: „(3) Fyzické a právnické osoby jsou povinny při provádění zemědělských, a lesnických prací, při plánování, provádění a užívání staveb, plánování a provádění terénních úprav, činnosti prováděné hornickým způsobem, ve vodním hospodářství, v dopravě a energetice postupovat tak, aby nedocházelo ke zbytečnému úhynu rostlin a zraňování nebo úhynu živočichů nebo ničení biotopů druhů",622
OSMÁ,XIV,114/1992,8,nahrazeni,5,V § 5 odst. 4 a 5 se slovo „zastavěném“ nahrazuje slovem „zastavitelném“.,0
OSMÁ,XIV,114/1992,9,zruseni,5,V § 5 odst. 10 se slova „volně žijících“ a „planě rostoucích“ zrušují.,0
OSMÁ,XIV,114/1992,10,zneni_plny,5,"V § 5 odstavec 11 zní: „(11) Ujmout se živočicha neschopného v důsledku zranění, nemoci nebo jiných okolností přežít ve volné přírodě, je možné pouze v případě, že nedojde k významnému narušení přirozených přírodních procesů a vzájemných interakcí mezi živočichy. Kdo se takového živočicha ujme, musí postupovat tak, aby nebyl znemožněn jeho návrat do přírody. Vyžaduje- li stav takového živočicha od",620
OSMÁ,XIV,114/1992,11,zruseni,5,"V § 5 se odstavce 12 až 14 zrušují. 12. Poznámka pod čarou č. 4b, která zní: „4b) Zákon č. 246/1992 Sb., na ochranu zvířat proti týrání, ve znění pozdějších předpisů. Zákon č. 449/2001 Sb. Zákon č. 102/1963 Sb.“, se zrušuje.",0
OSMÁ,XIV,114/1992,13,zruseni,5a,V nadpisu § 5a se slova „volně žijících“ zrušují.,0
OSMÁ,XIV,114/1992,14,nahrazeni,5a,"V § 5a odst. 1 úvodní části ustanovení se slova „druhů ptáků, kteří volně žijí na evropském území členských států Evropských společenství (dále jen „ptáci“)“ nahrazují slovem „ptáků“.",0
OSMÁ,XIV,114/1992,15,nahrazeni,5a;50;49,V § 5a odst. 6 se slova „§ 50 až 57“ nahrazují slovy „§ 49 až 56“.,0
OSMÁ,XIV,114/1992,16,zruseni,5b,V § 5b odst. 1 se slova „volně žijících“ a „planě rostoucích“ zrušují.,0
OSMÁ,XIV,114/1992,17,zneni_plny,5b,V § 5b odst. 3 písmeno d) zní: „d) způsob kontrol uplatňování odchylného postupu.“.,49
OSMÁ,XIV,114/1992,18,doplneni,5b,"V § 5b se na konci odstavce 4 doplňuje věta „Orgán ochrany přírody následně informuje na úřední desce, případně rovněž dalšími vhodnými způsoby, že podmínky pro uplatnění postupu povoleného opatřením obecné povahy nastaly.“.",0
OSMÁ,XIV,114/1992,19,vlozeni_plny,5b;5c,"Za § 5b se vkládá nový § 5c, který včetně nadpisu a poznámky pod čarou č. 71 zní: „§ 5c Podpora opylovačů (1) Při provádění zemědělských a lesnických prací, údržbě veřejné zeleně, plánování, provádění a užívání staveb, plánování a provádění terénních úprav a při údržbě ploch zeleně v rámci vodního hospodářství a v dopravě a energetice je každý povinen postupovat tak, aby nedocházelo k zbytečnému p",2508
OSMÁ,XIV,114/1992,20,zruseni,6,"V § 6 odst. 1 větě poslední se slova „ , úřadu územního plánování“ zrušují.",0
OSMÁ,XIV,114/1992,21,vlozeni,8,"V § 8 odst. 2 větě první se za slova „těchto zařízení“ vkládají slova „ , k odstraňování dřevin v ochranném pásmu vodovodu nebo kanalizace prováděném při provozování těchto zařízení“ a ve větě druhé se číslo „15“ nahrazuje číslem „30“.",0
OSMÁ,XIV,114/1992,22,nahrazeni,12,V § 12 odst. 2 se slova „obecně závazným právním předpisem“ nahrazují slovy „po dohodě s Úřadem rozvoje území České republiky vyhláškou“.,0
OSMÁ,XIV,114/1992,23,nahrazeni,12,"V § 12 odst. 4 se slovo „zastavěném“ nahrazuje slovem „zastavitelném“, slova „a v zastavitelných plochách, pro které je územním plánem nebo regulačním plánem stanoveno plošné a prostorové uspořádání a podmínky ochrany krajinného rázu dohodnuté s orgánem ochrany přírody9a)“ se nahrazují slovy „ , koridoru pro stavební záměr nebo ploše těžby vymezeném v souladu se stanoviskem orgánu ochrany přírody",0
OSMÁ,XIV,114/1992,24,zneni_plny,13g,"V § 13g se doplňují odstavce 3 a 4, které znějí: „(3) Stanoví-li Ministerstvo životního prostředí opatření k odstranění invazního nepůvodního druhu na unijním seznamu podle odstavce 2 rozhodnutím a hrozí-li nebezpečí z prodlení, lze toto rozhodnutí vydat jako první úkon v řízení. Odvolání proti rozhodnutí o stanovení opatření k odstranění invazního nepůvodního druhu na unijním seznamu podle odstav",1083
OSMÁ,XIV,114/1992,25,vlozeni,13h;13d,"V § 13h odst. 3 se za slovo „možné“ vkládají slova „ , pokud jej umožňují zásady regulace nebo bližší podmínky uplatňování zásad regulace,“ a na konci odstavce se doplňuje věta „Žadatel o povolení je povinen zpracovat pohotovostní plán, a to v souladu s prováděcím právním předpisem vydaným podle § 13d odst. 1; výrok o schválení pohotovostního plánu je součástí povolení.“.",0
OSMÁ,XIV,114/1992,26,vlozeni,13j,V § 13j odst. 1 se za text „čl. 8 odst. 1“ vkládají slova „nebo podle čl. 19 odst. 2“.,0
